114;P;1040919;29
114;P;1040920;30
114;P;1040926;31
114;P;1040927;32
115;P;1040940;1
115;P;1040941;2
115;P;1040942;3
115;P;1040943;4
115;P;1040944;5
115;P;1040950;6
115;P;1040951;7
115;P;1040952;8
115;P;1040953;9
115;P;1040939;10
115;P;1040945;11
115;P;1040946;12
115;P;1040947;13
115;P;1040948;14
115;P;1040932;15
115;P;1040933;16
115;P;1040934;17
115;P;1040937;18
115;P;1040938;19
115;P;1040928;20
115;P;1040929;21
115;P;1040930;22
115;P;1040931;23
115;P;1040935;24
115;P;1040936;25
115;P;1040949;26
116;P;1040979;1
116;P;1040980;2
116;P;1040984;3
116;P;1040985;4
116;P;1040986;5
116;P;1040987;6
116;P;1040988;7
116;P;1040993;8
116;P;1040994;9
116;P;1040995;10
116;P;1040996;11
116;P;1040997;12
116;P;1040998;13
116;P;1040999;14
116;P;1040981;15
116;P;1040976;16
116;P;1040967;17
116;P;1040968;18
116;P;1040969;19
116;P;1040970;20
116;P;1040971;21
116;P;1040972;22
116;P;1040973;23
116;P;1040977;24
116;P;1040978;25
116;P;1040954;26
116;P;1040955;27
116;P;1040956;28
116;P;1040957;29
116;P;1040958;30
116;P;1040959;31
116;P;1040960;32
116;P;1040961;33
116;P;1040962;34
116;P;1040963;35
116;P;1040964;36
116;P;1040965;37
116;P;1040966;38
116;P;1040974;39
116;P;1040975;40
116;P;1040982;41
116;P;1040989;42
116;P;1040990;43
116;P;1040991;44
116;P;1040992;45
116;P;1040983;46
116;P;1041000;47
116;P;1041001;48
117;P;1041023;1
117;P;1041024;2
117;P;1041025;3
117;P;1041018;4
117;P;1041019;5
117;P;1041020;6
117;P;1041017;7
117;P;1041022;8
117;P;1041013;9
117;P;1041007;10
117;P;1041008;11
117;P;1041009;12
117;P;1041010;13
117;P;1041011;14
117;P;1041012;15
117;P;1041002;16
117;P;1041003;17
117;P;1041004;18
117;P;1041005;19
117;P;1041006;20
117;P;1041014;21
117;P;1041015;22
117;P;1041016;23
117;P;1041026;24
117;P;1041027;25
117;P;1041021;26
117;P;1041028;27
117;P;1041029;28
117;P;1041031;29
117;P;1041034;30
117;P;1041038;31
117;P;1041040;32
118;P;1041108;1
118;P;1041104;2
118;P;1041106;3
118;P;1041107;4
118;P;1041113;5
118;P;1041114;6
118;P;1041110;7
118;P;1041111;8
118;P;1041099;9
118;P;1041082;10
118;P;1041085;11
118;P;1041088;12
118;P;1041064;13
118;P;1041065;14
118;P;1041067;15
118;P;1041068;16
118;P;1041070;17
118;P;1041074;18
118;P;1041076;19
118;P;1041093;20
118;P;1041097;21
118;P;1041044;22
118;P;1041090;23
118;P;1041112;24
118;P;1041109;25
118;P;1041115;26
118;P;1041116;27
118;P;1041117;28
118;P;1041119;29
118;P;1041120;30
118;P;1041121;31
118;P;1041122;32
118;P;1041123;33
119;P;1041161;1
119;P;1041162;2
119;P;1041163;3
119;P;1041164;4
119;P;1041165;5
119;P;1041166;6
119;P;1041167;7
119;P;1041168;8
119;P;1041160;9
119;P;1041170;10
119;P;1041171;11
119;P;1041172;12
119;P;1041173;13
119;P;1041174;14
119;P;1041175;15
119;P;1041176;16
119;P;1041177;17
119;P;1041178;18
119;P;1041179;19
119;P;1041146;20
119;P;1041134;21
119;P;1041135;22
119;P;1041136;23
119;P;1041137;24
119;P;1041138;25
119;P;1041139;26
119;P;1041140;27
119;P;1041141;28
119;P;1041158;29
119;P;1041128;30
119;P;1041130;31
119;P;1041131;32
119;P;1041132;33
119;P;1041133;34
119;P;1041159;35
119;P;1041169;36
119;P;1041180;37
119;P;1041181;38
119;P;1041182;39
119;P;1041183;40
119;P;1041184;41
119;P;1041185;42
119;P;1041186;43
119;P;1041187;44
119;P;1041188;45
119;P;1041189;46
119;P;1041190;47
119;P;1041191;48
119;P;1041192;49
119;P;1041193;50
119;P;1041194;51
120;P;1041206;1
120;P;1041205;2
120;P;1041217;3
120;P;1041218;4
120;P;1041220;5
120;P;1041225;6
120;P;1041227;7
120;P;1041195;8
120;P;1041196;9
120;P;1041197;10
120;P;1041198;11
120;P;1041199;12
120;P;1041200;13
120;P;1041201;14
120;P;1041202;15
120;P;1041203;16
120;P;1041204;17
120;P;1041230;18
120;P;1041229;19
120;P;1041232;20
120;P;1041237;21
120;P;1041238;22
122;P;1041298;1
122;P;1041294;2
122;P;1041295;3
122;P;1041296;4
122;P;1041299;5
122;P;1041291;6
122;P;1041292;7
122;P;1041278;8
122;P;1041281;9
122;P;1041272;10
122;P;1041282;11
122;P;1041284;12
122;P;1041285;13
122;P;1041287;14
122;P;1041274;15
122;P;1041275;16
122;P;1041276;17
122;P;1041293;18
122;P;1041288;19
122;P;1041289;20
122;P;1041290;21
122;P;1041297;22
122;P;1041300;23
122;P;1041301;24
122;P;1041302;25
122;P;1041303;26
122;P;1041304;27
122;P;1041305;28
122;P;1041306;29
122;P;1041307;30
122;P;1041308;31
123;P;1041345;1
123;P;1041344;2
123;P;1041350;3
123;P;1041352;4
123;P;1041353;5
123;P;1041354;6
123;P;1041321;7
123;P;1041341;8
123;P;1041319;9
123;P;1041311;10
123;P;1041312;11
123;P;1041313;12
123;P;1041314;13
123;P;1041315;14
123;P;1041316;15
123;P;1041317;16
123;P;1041318;17
123;P;1041309;18
123;P;1041310;19
123;P;1041342;20
123;P;1041343;21
123;P;1041346;22
123;P;1041348;23
123;P;1041349;24
123;P;1041351;25
123;P;1041355;26
125;P;1039186;1
125;P;1039187;2
125;P;1039190;3
125;P;1039191;4
125;P;1039192;5
125;P;1039194;6
125;P;1039195;7
125;P;1039196;8
125;P;1039189;9
125;P;1039178;10
125;P;1039179;11
125;P;1039166;12
125;P;1039167;13
125;P;1039168;14
125;P;1039169;15
125;P;1039170;16
125;P;1039171;17
125;P;1039172;18
125;P;1039173;19
125;P;1039174;20
125;P;1039175;21
125;P;1039176;22
125;P;1039183;23
125;P;1039180;24
125;P;1039181;25
125;P;1039182;26
125;P;1039157;27
125;P;1039158;28
125;P;1039159;29
125;P;1039160;30
125;P;1039161;31
125;P;1039162;32
125;P;1039163;33
125;P;1039164;34
125;P;1039165;35
125;P;1039177;36
125;P;1039184;37
125;P;1039185;38
125;P;1039188;39
125;P;1039197;40
125;P;1039198;41
125;P;1039199;42
125;P;1039193;43
125;P;1039200;44
125;P;1039201;45
126;P;1039215;1
126;P;1039224;2
126;P;1039225;3
126;P;1039226;4
126;P;1039227;5
126;P;1039228;6
126;P;1039229;7
126;P;1039230;8
126;P;1039214;9
126;P;1039235;10
126;P;1039231;11
126;P;1039216;12
126;P;1039217;13
126;P;1039218;14
126;P;1039219;15
126;P;1039220;16
126;P;1039221;17
126;P;1039222;18
126;P;1039223;19
126;P;1039204;20
126;P;1039205;21
126;P;1039206;22
126;P;1039207;23
126;P;1039202;24
126;P;1039203;25
126;P;1039208;26
126;P;1039209;27
126;P;1039210;28
126;P;1039211;29
126;P;1039212;30
126;P;1039213;31
126;P;1039236;32
126;P;1039232;33
126;P;1039233;34
126;P;1039234;35
126;P;1039237;36
126;P;1039238;37
126;P;1039239;38
126;P;1039240;39
126;P;1039241;40
126;P;1039242;41
127;P;1039301;1
127;P;1039302;2
127;P;1039303;3
127;P;1039298;4
127;P;1039299;5
127;P;1039300;6
127;P;1039310;7
127;P;1039311;8
127;P;1039312;9
127;P;1039313;10
127;P;1039293;11
127;P;1039294;12
127;P;1039245;13
127;P;1039246;14
127;P;1039247;15
127;P;1039249;16
127;P;1039295;17
127;P;1039296;18
127;P;1039243;19
127;P;1039244;20
127;P;1039297;21
127;P;1039304;22
127;P;1039305;23
127;P;1039306;24
127;P;1039307;25
127;P;1039308;26
127;P;1039309;27
127;P;1039314;28
127;P;1039315;29
128;P;1039328;1
128;P;1039327;2
128;P;1039340;3
128;P;1039341;4
128;P;1039329;5
128;P;1039337;6
128;P;1039338;7
128;P;1039324;8
128;P;1039325;9
128;P;1039316;10
128;P;1039317;11
128;P;1039318;12
128;P;1039319;13
128;P;1039320;14
128;P;1039321;15
128;P;1039322;16
128;P;1039323;17
128;P;1039326;18
128;P;1039339;19
128;P;1039330;20
128;P;1039331;21
128;P;1039332;22
128;P;1039333;23
128;P;1039334;24
128;P;1039335;25
128;P;1039336;26
129;P;1039373;1
129;P;1039372;2
129;P;1039371;3
129;P;1039381;4
129;P;1039374;5
129;P;1039375;6
129;P;1039382;7
129;P;1039383;8
129;P;1039378;9
129;P;1039379;10
129;P;1039367;11
129;P;1039368;12
129;P;1039369;13
129;P;1039362;14
129;P;1039363;15
129;P;1039364;16
129;P;1039365;17
129;P;1039366;18
129;P;1039361;19
129;P;1039370;20
